Ticker,Industry,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float / Ratio,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Interest,Perf Half Y,Book/sh,P/B,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change
CBOE,Financial,S&P 500,24.63,6.09,0.20%,105.70M,-0.09%,15.64B,19.69,4.74%,-19.85%,105.04M,5.55%,648.60M,5.23,1.79,84.00%,1.95% / 3.28,9.38%,3.89B,4.02,-55.40%,-3.08%,2.05M,18.46%,34.67,4.33,8.80%,154.17,21.50%,4.96,30.24,4.71%,18.60%,114.17 - 151.15,19.65%,2.00,31.56,2.80%,5.60%,-0.68%,0.49,1.33%,1.20,12.20%,47.20%,31.49%,2.55,1543,1.20,-7.90%,25.20%,69.68,1.30% 1.79%,Yes,0.44,190.70%,16.70%,1.3,149.78,Yes,0.39,Aug 04 BMO,32.70%,625.34K,150.12,2.50,3.74%,7.03%,14.14%,"815,694",0.23%
DVN,Energy,S&P 500,6.83,7.32,0.40%,638.00M,-0.83%,32.25B,8.05,16.26%,1.22%,636.57M,-2.74%,4.74B,-,1.31,80.70%,2.27% / 1.71,4.62%,17.01B,1.9,118.00%,0.47%,14.44M,-8.08%,17.27,2.89,20.20%,59.88,-17.00%,0.76,66.09,-2.94%,43.10%,43.58 - 75.51,-16.73%,5.00,30.40,94.00%,34.90%,-33.80%,2.35,10.00%,0.90,24.10%,54.30%,14.72%,1.36,1800,1.00,-38.60%,37.60%,47.55,2.12% 2.43%,Yes,0.61,-63.30%,27.90%,0.75,49.06,Yes,0.59,Aug 01 AMC,45.00%,8.42M,49.99,2.20,-2.66%,-0.03%,-8.88%,"6,297,376",1.90%
DXCM,Healthcare,"NDX, S&P 500",126.55,0.84,0.10%,386.70M,-5.05%,41.72B,65.75,30.19%,-29.06%,386.36M,-18.83%,357.50M,3.45,0.34,98.80%,3.88% / 5.00,-10.90%,3.20B,13.05,57.80%,-0.35%,15.00M,-9.56%,5.43,19.53,6.30%,150.58,20.32%,9.24,11.47,36.65%,17.30%,78.94 - 139.55,-6.35%,-,89.52,37.80%,8.20%,-24.01%,1.12,-,2.20,32.30%,64.40%,34.34%,4.24,7500,2.40,25.20%,14.00%,29.92,3.23% 3.72%,Yes,1.55,122.40%,11.20%,1.24,107.81,Yes,1.19,Jul 27 AMC,0.00%,3.00M,106.05,1.50,-11.98%,-15.49%,-9.79%,"3,720,891",-1.63%
EMN,Basic Materials,S&P 500,14.26,5.86,0.69%,118.80M,-0.89%,10.06B,10.06,23.04%,-0.46%,117.78M,-4.51%,708.00M,1.92,1.52,87.80%,1.05% / 1.36,0.30%,9.82B,1.03,1.60%,-2.96%,1.24M,-3.77%,44.45,1.88,4.80%,94.84,-16.14%,3.41,24.55,7.45%,13.50%,69.91 - 100.78,2.69%,3.16,30.13,-2.40%,9.50%,-17.01%,1.51,3.78%,0.60,2.10%,20.70%,19.63%,1.93,14500,1.30,-16.50%,9.90%,47.03,1.95% 2.26%,Yes,1.03,12.30%,7.20%,0.94,83.18,Yes,0.87,Jul 27 AMC,65.80%,914.90K,83.63,2.50,-1.75%,-0.55%,-0.32%,"856,068",0.54%
OMC,Communication Services,S&P 500,11.77,6.79,0.70%,198.90M,0.00%,15.77B,10.22,6.56%,-10.00%,194.78M,-9.37%,1.39B,2.56,1.84,94.70%,5.11% / 5.55,-15.19%,14.36B,1.1,-0.30%,0.34%,9.95M,-14.26%,15.85,5.04,5.50%,98.55,9.45%,14.24,5.61,4.60%,45.30%,61.85 - 99.23,-2.04%,2.80,19.56,4.50%,17.40%,-19.47%,0.87,3.50%,0.90,-1.30%,27.40%,29.20%,1.81,74200,1.00,1.20%,14.50%,33.84,1.86% 1.92%,Yes,1.79,7.90%,9.70%,0.82,78.64,Yes,1.78,Jul 18 AMC,40.90%,1.79M,79.91,2.60,-2.01%,-10.58%,-8.27%,"1,478,418",1.61%
ULTA,Consumer Cyclical,S&P 500,18.42,24.59,0.10%,50.15M,2.05%,22.74B,16.94,6.27%,-13.96%,49.73M,-2.04%,1.26B,1.32,5.29,96.80%,2.79% / 1.38,-11.81%,10.50B,2.17,33.60%,1.42%,1.39M,-14.79%,40.24,11.26,23.90%,536.64,12.01%,12.67,35.73,13.92%,65.60%,373.80 - 556.60,-3.44%,-,22.52,20.20%,63.10%,-18.63%,1.31,-,0.60,11.60%,39.60%,21.17%,9.41,18500,1.60,12.30%,15.70%,50.55,2.53% 1.98%,Yes,0.00,9.10%,12.00%,0.53,446.67,Yes,0.00,Aug 24 AMC,0.00%,1.01M,452.93,2.20,1.22%,-0.31%,-6.18%,"537,631",1.40%
PWR,Industrials,S&P 500,51.92,3.91,0.20%,145.42M,1.45%,29.52B,24.15,17.92%,-56.08%,143.23M,1.55%,579.50M,3.02,2.12,94.40%,2.79% / 4.94,18.14%,18.35B,1.61,-0.70%,-1.39%,3.99M,30.74%,39.34,5.16,4.20%,220.60,40.90%,2.49,81.56,17.22%,10.60%,123.25 - 206.43,42.51%,0.32,41.67,16.30%,7.50%,-1.63%,1.08,0.16%,1.60,12.50%,14.50%,64.76%,3.75,47300,1.70,19.30%,5.20%,57.28,1.91% 1.90%,Yes,0.74,87.80%,3.20%,0.86,200.41,Yes,0.74,Aug 03 BMO,7.50%,808.14K,203.07,2.10,0.49%,3.50%,22.15%,"696,897",1.33%
DG,Consumer Defensive,S&P 500,15.36,10.61,0.10%,219.19M,-1.13%,36.23B,14.83,9.27%,-5.79%,218.28M,-3.44%,2.38B,2.92,2.30,94.10%,1.98% / 1.36,-25.18%,38.44B,0.94,4.90%,-3.42%,4.31M,-28.77%,27.08,6.02,8.20%,188.27,-36.22%,1.41,115.72,5.25%,40.00%,151.27 - 261.59,-33.81%,2.36,430.81,18.90%,20.90%,-37.69%,0.29,1.45%,0.10,10.00%,31.30%,7.75%,3.28,170000,1.30,6.80%,8.60%,42.4,1.96% 1.92%,Yes,1.23,-2.90%,6.20%,0.51,160.5,Yes,1.18,Aug 31 BMO,15.80%,3.17M,162.99,2.30,-2.00%,-1.66%,-23.12%,"1,618,483",1.55%
PEP,Consumer Defensive,"NDX, S&P 500",30.90,5.77,0.10%,1.38B,-3.18%,244.89B,21.97,8.18%,-6.26%,1.37B,-5.87%,7.99B,3.62,2.15,74.00%,0.81% / 2.22,-6.98%,90.14B,2.72,15.40%,-0.02%,11.17M,1.52%,12.83,13.89,8.40%,200.68,-1.13%,4.70,37.94,8.54%,44.60%,160.98 - 196.88,-1.37%,5.06,42.75,4.90%,16.90%,-9.50%,0.55,2.84%,0.60,6.30%,53.80%,10.68%,2.49,315000,0.80,10.40%,11.40%,31.53,1.27% 1.29%,Yes,2.47,93.00%,8.80%,1.2,178.45,Yes,2.04,Jul 13 BMO,82.30%,5.03M,178.18,2.40,-4.33%,-3.90%,-1.99%,"6,019,994",-0.15%
PKG,Consumer Cyclical,S&P 500,15.54,9.46,1.00%,89.10M,-3.32%,13.29B,18.47,-2.58%,-6.20%,88.36M,8.09%,860.00M,-,1.91,97.50%,2.95% / 3.91,13.74%,8.03B,1.65,24.80%,0.04%,2.61M,3.89%,43.19,3.40,10.60%,142.12,1.72%,6.40,22.95,-14.29%,22.60%,110.56 - 158.66,14.91%,5.00,16.21,13.80%,17.60%,-7.36%,0.92,3.40%,2.10,5.60%,23.00%,32.95%,2.77,15100,3.30,-12.70%,15.00%,51.32,1.35% 2.04%,Yes,0.65,-29.90%,10.70%,0.61,146.7,Yes,0.65,Jul 24 AMC,52.60%,666.96K,146.98,3.00,-2.33%,5.36%,8.75%,"405,838",0.19%
VNO,Real Estate,-,-,-2.27,8.08%,191.47M,-7.01%,3.99B,-,-300.00%,0.32%,175.03M,5.24%,-434.00M,-,0.11,87.20%,11.79% / 5.77,60.33%,1.82B,2.19,-505.10%,2.47%,20.64M,-6.31%,23.78,0.89,-,18.20,-28.57%,5.99,3.52,17.33%,-,12.31 - 29.90,1.39%,1.50,-,-31.50%,1.90%,-29.43%,1.46,7.11%,-,-2.90%,51.40%,71.41%,0.88,3146,-,-47.30%,-,49.71,3.40% 3.89%,Yes,1.82,-40.50%,-,0.73,20.97,Yes,1.82,Jul 31 AMC,-,3.57M,21.1,3.50,-4.42%,10.05%,9.71%,"2,623,241",0.62%
CAT,Industrials,"DJIA, S&P 500",17.04,16.07,-,512.90M,-4.00%,138.99B,13.05,5.25%,-,509.30M,4.87%,8.36B,1.23,4.68,70.90%,1.32% / 2.12,27.51%,64.77B,2.15,7.50%,-1.88%,6.70M,11.07%,35.55,7.70,10.10%,281.73,39.74%,14.55,18.82,13.83%,49.30%,160.60 - 293.88,14.29%,5.20,19.14,19.40%,11.00%,-6.83%,1.1,1.90%,0.80,5.50%,34.00%,70.49%,6.2,109100,1.30,21.60%,16.20%,54.16,1.96% 2.22%,Yes,2.07,81.10%,12.90%,0.8,275.17,Yes,1.26,Aug 01 BMO,29.70%,3.16M,273.8,2.60,-0.17%,6.42%,15.08%,"2,529,928",-0.50%
IPGP,Technology,-,46.40,2.14,15.70%,47.32M,-4.67%,4.78B,17.33,21.46%,-1.43%,29.11M,-24.48%,105.80M,10.09,1.03,65.80%,1.50% / 1.64,-12.48%,1.37B,3.49,-58.20%,-2.87%,0.44M,-25.70%,50.69,1.96,3.80%,136.71,-1.06%,22.76,4.36,4.60%,4.40%,79.88 - 141.85,4.79%,-,42.66,-21.50%,4.00%,-30.07%,1.34,-,6.30,0.30%,36.90%,24.19%,3.78,6230,8.40,-9.80%,11.10%,24.38,3.03% 3.16%,Yes,0.00,19.40%,7.70%,0.99,99.0,Yes,0.00,Aug 01 BMO,0.00%,267.21K,99.2,2.40,-13.46%,-20.19%,-11.64%,"265,437",0.20%
MOS,Basic Materials,S&P 500,6.24,6.33,0.53%,332.20M,-5.23%,13.08B,11.48,-11.54%,0.00%,330.50M,2.25%,2.17B,-,0.81,90.60%,1.81% / 1.49,10.39%,16.83B,0.78,135.50%,-1.91%,6.00M,-21.19%,37.34,1.06,9.30%,43.22,-26.73%,1.89,20.89,-,18.10%,31.44 - 62.83,-9.46%,0.80,7.52,58.70%,22.70%,-37.11%,1.51,2.02%,0.50,20.90%,22.10%,25.67%,1.17,13570,1.20,-36.80%,16.50%,49.95,2.08% 2.75%,Yes,0.29,-61.20%,12.90%,0.59,39.29,Yes,0.20,Aug 01 AMC,11.00%,4.03M,39.51,2.80,-2.40%,5.14%,-9.69%,"2,400,139",0.56%
SNA,Industrials,S&P 500,14.89,18.04,1.50%,52.96M,-0.66%,14.11B,14.18,2.27%,-13.59%,51.94M,-1.54%,975.50M,3.24,4.45,89.50%,3.19% / 5.95,2.79%,4.99B,2.83,12.80%,-0.03%,1.66M,6.38%,89.83,2.99,13.90%,264.79,15.96%,16.58,16.20,4.60%,21.50%,200.75 - 297.26,17.53%,6.48,17.19,11.80%,16.50%,-9.66%,1.1,2.41%,2.60,3.90%,51.10%,33.77%,4.2,12900,3.70,5.00%,25.50%,41.85,1.33% 1.42%,Yes,0.25,14.40%,19.50%,0.78,265.72,Yes,0.25,Jul 20 BMO,34.10%,278.90K,268.55,2.90,-1.10%,-3.07%,6.65%,"218,741",1.07%
BEN,Financial,S&P 500,16.40,1.60,18.70%,490.70M,-5.91%,13.12B,10.07,9.85%,0.00%,283.37M,-11.31%,784.60M,-,0.61,47.90%,5.16% / 4.68,6.45%,7.80B,1.68,-29.20%,1.24%,14.63M,-15.83%,24.35,1.08,2.70%,26.48,-7.54%,8.78,2.99,-3.30%,6.70%,20.24 - 34.37,-0.45%,1.20,12.20,-3.40%,6.80%,-23.59%,1.32,4.57%,-,5.30%,-,29.76%,0.64,9300,-,-3.10%,14.30%,32.28,1.97% 2.11%,Yes,0.95,-12.00%,10.10%,0.7,26.26,Yes,0.95,Jul 28 BMO,73.60%,3.13M,26.26,3.50,-7.24%,-4.88%,-3.78%,"2,203,005",0.00%
MHK,Consumer Cyclical,S&P 500,-,-5.04,0.10%,63.68M,-4.75%,6.25B,8.52,22.70%,-22.04%,52.72M,-11.57%,-319.10M,-,2.69,79.20%,2.70% / 2.04,-0.89%,11.32B,0.55,-97.40%,0.19%,1.42M,-15.87%,128.86,0.76,-2.20%,118.54,-20.50%,8.91,10.95,-0.72%,-4.00%,87.01 - 130.63,-4.51%,-,14.16,-50.70%,0.80%,-25.28%,1.33,-,1.00,4.30%,24.50%,12.18%,2.83,40900,1.80,-6.40%,-1.50%,32.4,1.96% 2.85%,Yes,0.37,-64.00%,-2.80%,0.87,97.29,Yes,0.25,Jul 27 AMC,0.00%,698.96K,97.61,3.10,-8.02%,-6.80%,-5.28%,"610,171",0.33%
T,Communication Services,S&P 500,-,-1.30,0.09%,7.18B,-2.23%,99.05B,5.64,2.76%,0.00%,7.14B,-4.16%,-8999.00M,-,0.62,54.40%,1.60% / 2.38,-15.11%,121.44B,0.82,-139.30%,-0.91%,114.07M,-27.05%,14.19,0.99,-2.20%,18.66,-23.72%,1.35,10.40,-0.51%,-8.50%,13.43 - 20.50,-23.68%,1.11,5.43,-22.90%,-3.60%,-31.46%,0.61,7.90%,0.60,-5.50%,58.90%,4.62%,0.27,160700,0.70,0.90%,-2.20%,39.23,1.19% 1.70%,Yes,1.41,5.40%,-7.40%,0.67,14.01,Yes,1.26,Jul 26 BMO,-,48.02M,14.05,2.70,-2.13%,-6.54%,-20.35%,"32,193,933",0.29%
PCAR,Industrials,"NDX, S&P 500",14.33,5.91,1.40%,523.80M,-1.35%,44.09B,12.30,-19.30%,-3.16%,513.55M,-4.69%,3.65B,2.12,2.12,66.80%,1.54% / 3.18,18.22%,32.54B,1.35,61.20%,0.47%,7.92M,13.08%,28.79,2.94,10.80%,90.26,39.59%,9.88,8.57,6.76%,26.50%,53.15 - 90.05,28.31%,1.08,18.56,6.20%,12.40%,-5.99%,0.95,1.28%,-,8.20%,21.50%,59.28%,1.66,31100,-,24.10%,16.30%,49.44,1.70% 1.99%,Yes,0.83,69.00%,11.20%,0.74,83.75,Yes,0.83,Jul 25 BMO,48.00%,2.49M,84.66,2.80,-1.09%,1.58%,15.17%,"1,850,681",1.09%
NVR,Consumer Cyclical,S&P 500,12.97,468.56,0.30%,3.26M,-1.26%,19.70B,13.36,0.42%,-85.43%,3.13M,-2.36%,1.61B,-,115.61,86.00%,1.96% / 2.77,3.33%,10.12B,1.95,53.40%,-2.14%,0.06M,18.73%,1272.84,4.78,27.60%,6575.00,37.52%,831.05,7.31,-3.50%,44.30%,3816.55 - 6474.53,31.79%,-,11.28,28.30%,39.90%,-6.11%,1.04,-,-,10.80%,26.70%,59.28%,122.07,6550,-,-10.90%,20.20%,41.67,2.08% 1.89%,No,0.22,-5.80%,15.90%,0.75,6022.0,Yes,0.22,Jul 25 BMO,0.00%,22.18K,6078.96,2.70,-2.86%,-1.81%,12.38%,"16,631",0.95%
NI,Utilities,S&P 500,18.34,1.44,0.28%,413.30M,-1.45%,10.89B,15.69,6.58%,-3.37%,412.10M,-5.64%,641.90M,2.74,0.12,94.60%,1.59% / 1.63,-3.36%,5.85B,1.86,33.20%,-2.50%,6.54M,-1.64%,14.71,1.80,2.40%,31.00,-16.57%,0.37,71.95,6.70%,10.80%,23.78 - 31.87,-3.57%,1.00,-,14.10%,6.30%,-17.04%,0.48,3.78%,0.30,3.70%,65.20%,11.19%,0.45,7117,0.50,-7.90%,20.90%,40.85,1.19% 1.70%,Yes,2.08,-26.10%,11.00%,0.82,26.2,Yes,1.81,Aug 02 BMO,62.10%,4.02M,26.44,1.70,-2.77%,-3.27%,-3.41%,"3,305,926",0.92%
SEDG,Technology,S&P 500,31.40,5.17,0.60%,56.42M,-7.94%,9.26B,14.48,20.68%,-2.73%,56.23M,-38.30%,303.50M,0.89,1.80,90.30%,6.16% / 2.48,-46.19%,3.66B,2.53,-46.00%,1.72%,3.46M,-48.45%,44.67,3.63,7.00%,309.86,-47.74%,18.42,8.81,35.13%,13.30%,161.13 - 345.80,-42.69%,-,-,-6.10%,2.90%,-53.05%,1.45,-,2.70,38.60%,30.00%,0.75%,9.51,4926,3.80,36.20%,10.20%,17.65,3.42% 3.97%,Yes,0.27,659.80%,8.30%,1.04,162.77,Yes,0.27,Aug 01 AMC,0.00%,1.40M,162.34,2.10,-21.27%,-33.17%,-42.79%,"1,447,486",-0.26%
MPC,Energy,S&P 500,5.28,27.39,0.20%,417.00M,-3.43%,56.10B,9.94,-32.24%,-17.00%,399.00M,16.39%,12.67B,-,6.33,79.50%,2.68% / 3.03,30.31%,158.18B,0.35,-17.90%,-8.74%,10.68M,14.32%,61.66,2.35,14.40%,152.93,46.64%,29.53,4.90,-,47.80%,89.40 - 149.76,24.25%,3.00,4.46,49.30%,31.20%,-3.43%,1.59,2.07%,1.30,18.90%,15.60%,61.77%,3.64,17800,1.80,-32.10%,11.90%,68.87,2.44% 2.49%,Yes,1.06,-51.50%,8.10%,0.9,142.49,Yes,1.06,Aug 01 BMO,7.50%,3.52M,144.62,1.90,5.24%,16.29%,19.16%,"3,152,573",1.49%
HRL,Consumer Defensive,S&P 500,23.14,1.70,0.20%,546.42M,-5.55%,21.04B,20.89,8.29%,-5.05%,288.47M,-2.29%,933.80M,6.61,0.53,41.40%,3.81% / 5.31,0.05%,12.27B,1.72,9.60%,0.10%,10.99M,-12.59%,14.07,2.79,7.00%,41.73,-22.69%,1.12,35.19,3.50%,12.40%,37.78 - 51.69,-13.74%,1.10,28.90,3.00%,9.60%,-23.99%,0.19,2.80%,1.10,6.30%,16.80%,4.01%,0.62,20000,2.40,-3.80%,10.10%,40.05,1.59% 1.44%,Yes,0.43,-16.80%,7.60%,0.94,39.4,Yes,0.43,Aug 31 BMO,61.70%,2.07M,39.29,3.40,-3.30%,-2.70%,-7.69%,"1,940,844",-0.28%
LIN,Basic Materials,S&P 500,41.67,9.00,0.10%,491.82M,-1.76%,183.27B,24.52,9.37%,-18.09%,486.99M,-1.70%,4.49B,3.53,3.57,85.80%,0.71% / 2.32,1.88%,33.35B,5.5,12.40%,0.61%,3.46M,15.95%,81.27,4.62,5.80%,425.25,21.21%,10.16,36.93,11.80%,11.40%,262.47 - 393.67,15.00%,4.40,33.82,7.70%,6.80%,-4.72%,0.9,1.17%,0.60,24.00%,42.80%,42.91%,5.57,65831,0.70,-0.20%,17.50%,43.48,1.14% 1.34%,Yes,0.47,33.20%,13.50%,0.84,376.36,Yes,0.29,Jul 27 BMO,52.70%,1.49M,375.1,1.90,-2.19%,-0.46%,7.11%,"1,254,721",-0.33%
CMA,Financial,S&P 500,4.92,9.61,0.40%,132.00M,-9.31%,6.22B,7.44,-17.03%,0.00%,130.96M,-10.69%,1.27B,-,1.71,84.90%,6.66% / 2.95,21.86%,3.65B,1.71,1.40%,1.06%,8.72M,-36.17%,39.40,1.20,1.40%,57.67,-44.75%,80.60,0.59,-10.70%,25.00%,28.40 - 86.59,-29.29%,2.84,5.18,12.20%,26.60%,-45.41%,1.25,6.01%,-,4.10%,-,66.44%,1.87,7280,-,86.10%,72.70%,41.06,2.67% 3.69%,Yes,0.58,4.30%,34.70%,0.57,47.68,Yes,0.58,Jul 21 BMO,28.80%,2.96M,47.27,2.20,-8.38%,0.11%,-14.58%,"1,695,406",-0.86%
PAYX,Industrials,"NDX, S&P 500",28.03,4.30,10.70%,360.70M,-3.98%,43.03B,24.18,6.52%,-0.59%,321.71M,-2.72%,1.56B,3.15,1.12,73.20%,2.80% / 4.05,10.78%,5.01B,8.59,12.10%,0.03%,9.02M,5.08%,9.68,12.45,15.80%,119.47,-13.09%,4.47,26.97,8.90%,47.10%,104.09 - 139.47,4.26%,3.56,27.83,11.30%,35.90%,-13.62%,0.98,2.95%,1.30,8.20%,-,15.75%,2.01,16600,1.30,7.50%,40.60%,43.37,1.31% 1.57%,Yes,0.23,18.50%,31.10%,0.66,121.0,Yes,0.23,Jun 29 BMO,75.50%,2.23M,120.48,3.00,-3.35%,1.63%,4.84%,"1,480,679",-0.43%
BBWI,Consumer Cyclical,S&P 500,11.64,3.14,0.20%,229.00M,-1.27%,8.81B,10.26,19.90%,-0.34%,227.86M,1.42%,720.00M,1.52,0.33,96.60%,2.84% / 1.69,-3.05%,7.51B,1.17,-13.50%,-3.90%,6.47M,-14.89%,-9.48,-,13.90%,48.00,-9.58%,4.34,8.42,7.67%,-30.10%,30.52 - 49.55,-13.34%,0.80,11.17,1.90%,42.40%,-26.30%,1.74,2.19%,1.00,-9.80%,42.40%,19.66%,1.15,8800,1.60,-3.70%,17.00%,44.92,2.89% 2.96%,Yes,-,-44.80%,9.70%,0.59,36.11,Yes,-,Aug 23 BMO,18.90%,3.84M,36.52,2.20,-1.69%,-3.15%,-5.83%,"2,249,689",1.14%
CME,Financial,S&P 500,24.88,8.19,0.20%,358.94M,-0.99%,72.95B,22.09,2.01%,-4.90%,358.13M,8.71%,2.94B,2.89,2.20,88.20%,1.19% / 2.75,12.06%,10.00B,7.29,1.50%,0.50%,4.28M,8.08%,77.50,2.63,1.80%,217.00,1.31%,5.55,36.72,8.61%,10.70%,162.26 - 209.31,21.15%,4.40,23.47,-8.70%,14.50%,-2.67%,0.41,2.16%,1.00,14.60%,-,25.56%,3.01,3460,1.00,92.10%,79.20%,61.89,1.13% 1.56%,Yes,0.13,17.30%,29.40%,0.95,204.03,Yes,0.13,Jul 26 BMO,51.20%,1.56M,203.73,2.30,1.18%,7.02%,11.97%,"1,478,572",-0.15%
ROL,Consumer Cyclical,S&P 500,50.39,0.80,44.10%,492.70M,-1.75%,19.74B,41.05,13.26%,-0.03%,242.20M,-9.15%,394.20M,3.55,0.25,43.40%,3.13% / 4.96,-2.07%,2.87B,6.88,3.30%,1.80%,7.58M,11.42%,2.72,14.82,17.60%,45.33,8.83%,0.32,127.60,14.20%,31.00%,33.38 - 45.04,10.32%,0.52,41.99,14.10%,27.50%,-10.50%,0.65,1.29%,0.70,10.00%,51.70%,20.78%,0.7,17515,0.80,15.00%,18.70%,38.23,1.51% 1.83%,Yes,0.25,9.70%,13.70%,0.71,40.33,Yes,0.25,Jul 26 AMC,61.20%,1.53M,40.31,2.30,-3.05%,-4.30%,2.50%,"1,091,662",-0.05%
V,Financial,"DJIA, S&P 500",30.21,7.88,0.12%,2.04B,-0.78%,485.00B,24.27,13.23%,-9.63%,1.59B,-0.61%,16.24B,2.07,2.25,98.90%,1.88% / 4.73,1.96%,31.83B,15.24,24.50%,0.71%,29.96M,5.46%,18.20,13.09,18.70%,274.57,11.02%,9.21,25.86,14.59%,45.70%,174.60 - 245.37,14.64%,1.80,26.00,20.10%,28.10%,-2.93%,0.95,0.76%,1.50,9.80%,79.90%,36.41%,3.68,26500,1.50,11.70%,64.50%,49.26,1.61% 1.55%,Yes,0.55,24.70%,51.00%,0.67,237.37,Yes,0.55,Jul 25 AMC,21.90%,6.33M,238.17,1.90,-0.33%,1.18%,6.25%,"4,270,250",0.34%
KMX,Consumer Cyclical,S&P 500,28.46,2.90,0.20%,158.12M,-3.17%,12.74B,22.34,25.23%,-52.57%,157.69M,-2.91%,460.80M,1.73,0.76,110.17%,11.47% / 10.88,12.80%,28.06B,0.45,-56.50%,1.53%,18.09M,10.99%,36.83,2.24,1.70%,80.79,-17.52%,1.71,48.23,16.50%,8.30%,52.10 - 99.99,35.47%,-,124.32,-3.70%,2.00%,-17.50%,1.42,-,0.60,11.60%,9.80%,58.33%,2.38,30621,2.50,-17.40%,2.20%,46.96,2.93% 2.78%,Yes,3.24,-7.70%,1.60%,0.99,81.65,Yes,3.15,Jun 23 BMO,0.00%,1.66M,82.49,2.60,-1.40%,-0.21%,15.78%,"1,647,969",1.03%
MKTX,Financial,S&P 500,37.03,6.70,1.90%,37.48M,5.96%,9.45B,29.98,17.00%,0.06%,36.97M,-7.01%,252.00M,2.89,1.69,99.60%,5.40% / 5.21,-13.83%,733.00M,12.89,-1.80%,-0.76%,1.99M,-30.97%,31.08,7.99,15.70%,283.10,-9.50%,10.42,23.82,12.83%,23.00%,217.44 - 399.78,-11.00%,2.88,33.91,9.60%,22.10%,-37.92%,0.79,1.16%,-,12.80%,92.00%,14.15%,7.09,744,-,-1.30%,44.30%,47.13,3.12% 2.64%,Yes,0.00,-10.50%,34.40%,0.84,249.18,Yes,0.00,Jul 20 BMO,42.20%,382.93K,248.2,2.80,-2.01%,-4.12%,-17.67%,"322,707",-0.39%
ETR,Utilities,S&P 500,14.57,6.56,0.10%,211.45M,-0.76%,20.18B,13.30,7.08%,-6.46%,210.63M,-7.85%,1.37B,2.21,2.93,92.70%,0.93% / 1.16,-5.83%,13.32B,1.52,-3.10%,0.49%,1.95M,-11.72%,62.60,1.53,2.30%,114.86,-21.18%,5.66,16.90,6.60%,10.70%,94.16 - 122.11,-15.04%,4.28,-,-0.10%,5.30%,-21.73%,0.65,4.48%,0.50,4.40%,90.10%,1.51%,1.72,11707,0.80,-16.20%,19.70%,36.75,1.44% 1.67%,Yes,2.06,136.30%,10.30%,2.04,95.05,Yes,1.84,Aug 02 BMO,64.00%,1.68M,95.58,2.20,-3.99%,-3.91%,-9.56%,"3,422,059",0.56%
STZ,Consumer Defensive,S&P 500,-,-1.97,7.80%,183.27M,-3.96%,47.29B,19.30,13.90%,-54.20%,160.46M,-4.51%,-324.60M,-,3.36,73.70%,1.33% / 1.94,10.73%,9.60B,4.92,-74.00%,1.78%,2.14M,13.12%,46.84,5.49,-1.30%,281.76,2.77%,1.05,245.64,10.45%,-3.70%,208.12 - 273.65,10.93%,3.56,30.54,-15.30%,11.50%,-6.06%,1.04,1.38%,0.50,4.50%,49.80%,23.52%,3.2,10700,1.10,6.40%,29.00%,35.84,1.16% 1.01%,Yes,1.44,-63.70%,-3.40%,1.25,257.36,Yes,1.28,Jun 30 BMO,-,1.11M,257.07,2.00,-4.41%,-0.07%,8.27%,"1,382,686",-0.11%
VRTX,Healthcare,"NDX, S&P 500",26.65,12.94,0.10%,257.70M,-1.44%,88.37B,21.26,10.27%,-35.24%,257.68M,-4.70%,3.36B,2.61,3.97,95.70%,1.11% / 2.27,1.58%,9.51B,9.3,42.30%,1.22%,2.86M,18.07%,60.03,5.74,18.10%,384.00,15.24%,43.85,7.86,10.20%,23.70%,276.57 - 367.00,19.41%,-,22.78,65.30%,23.60%,-6.04%,0.51,-,4.00,29.10%,87.90%,24.68%,6.18,4800,4.10,13.50%,41.70%,46.0,1.39% 1.81%,Yes,0.03,12.20%,35.40%,0.64,343.87,Yes,0.03,Aug 01 AMC,0.00%,1.26M,344.82,2.10,-1.46%,-0.85%,7.32%,"803,324",0.28%
